석식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['도토리묵무침', '옥수수전', '쌀밥', '깐풍기', '포기김치', '차돌박이된장찌개', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"['참나물', '궁중떡찜', '쌀밥', '열무된장국', '포기김치', '닭볶음탕', '잡곡밥']",0,0,0,0,0,1,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['맑은국', '굴소스파인볶음밥', '포기김치', '단무지', '또띠아칩', '쫄면무침', '탕수어']",0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['오징어볶음', '청경채겉절이', '쌀밥', '탈탈소스', '새우까스', '포기김치', '시금치국', '잡곡밥']",0,1,0,1,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"['양배추피클', '깍두기', '단호박스프', '쌀밥', '옥수수감자범벅', '함박스테이크', '음료', '잡곡밥']",0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"['고추잡채', '알탕', '쌀밥', '김구이', '꽃빵', '포기김치', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
"['가자미튀김', '고기전', '쌀밥', '오이지', '포기김치', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"['홍시드레싱샐러드', '볶음밥', '수제핫도그', '쌀국수', '포기김치', '단무지무침']",1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['쇠고기샤브국', '쌀밥', '황태양념구이', '포기김치', '베이컨계란말이', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"['물냉면', '무초절임', '과일샐러드', '포기김치', '찐옥수수', '멸치주먹밥']",1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['오징어국', '쇠고기장조림', '어묵볶음', '쌀밥', '포기김치', '아삭고추무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
"['고등어카레구이', '온두부', '비엔나감자볶음', '쌀밥', '김치볶음', '느타리버섯국', '잡곡밥']",0,0,0,0,1,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['맑은국', '너비아니', '츄러스', '부추생채', '참외', '포기김치', '실곤약초무침', '콩나물밥']",0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0
"['치킨핑거', '가지나물', '동태찌개', '쌀밥', '버섯메밀전', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"['크랜베리단호박샐러드', '계란파국', '자장소스', '유산슬', '볶음밥', '포기김치', '단무지']",1,1,0,1,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['돈육김치찌개', '옥수수전', '쌀밥', '깐풍기', '열무김치', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"['돈까스', '메밀비빔국수', '쌀밥', '콩가루배추국', '포기김치', '꽈리고추어묵조림', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"['타코야끼', '충무김밥', '오징어무침', '알타리김치', '열대과일샐러드', '잔치국수']",1,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['모둠버섯볶음', '쌀밥', '치커리사과무침', '어묵국', '열무김치', '닭볶음탕', '잡곡밥']",0,0,0,0,0,0,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"['핫도그', '맑은국', '카레라이스', '연두부', '양념', '포기김치', '음료', '순대야채볶음']",0,2,0,1,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['등뼈묵은지찜', '아욱국', '쌀밥', '쑥갓두부무침', '포기김치', '해물파전', '잡곡밥']",0,0,0,0,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['양배추쌈', '쌈장', '쌀밥', '소불고기', '날치알계란찜', '포기김치', '콩나물국', '잡곡밥']",0,1,0,1,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['가자미찜', '짬뽕수제비국', '쌀밥', '머위대나물', '모둠장조림', '알타리김치', '잡곡밥']",0,0,1,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"['주먹밥', '참외', '냉모밀국수', '소고기퀘사디아', '포기김치', '단무지', '락교']",0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"['무피클', '오므라이스', '양장피잡채', '가쯔오장국', '떡볶이', '포기김치']",0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"['두부구이', '양념장', '쇠고기무국', '청경채겉절이', '쭈꾸미볶음', '쌀밥', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['탕평채', '부추무침', '찜닭', '북어국', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"['작은밥', '오복지', '찐감자', '열무김치', '수박', '멕시칸샐러드', '콩국수']",1,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"['단배추나물', '닭개장', '해물청경채볶음', '옥수수전', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"['볶음밥', '수제피클', '치킨텐더', '크림스프', '포기김치', '음료', '마늘바게뜨', '스파게티']",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"['숙주나물', '삼치된장구이', '모듬소세지구이', '쌀밥', '김치찌개', '알타리김치', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"['비빔야채만두', '미소장국', '김밥볶음밥', '포기김치', '과일샐러드', '주스', '찐옥수수']",1,1,0,0,0,1,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['쌀밥', '열무김치', '날치알계란찜', '돈육굴소스볶음', '무말랭이무침', '콩비지찌개', '잡곡밥']",0,0,0,0,1,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['포도', '왕새우튀김', '유부초밥', '포기김치', '단무지', '김치우동']",0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
"['감자카레볶음', '무쌈', '양파절임', '훈제오리', '가지나물', '쌀밥', '포기김치', '된장찌개', '잡곡밥']",0,1,2,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['양배추쌈', '돈육볶음', '무채국', '쌀밥', '볼어묵조림', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['닭가슴살장조림', '김치볶음밥', '포기김치', '허니버터옥수수', '음료', '유부장국', '단무지무침']",0,0,0,0,1,0,2,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"['해파리냉채', '쌀밥', '잔멸치볶음', '감자국', '등갈비김치찜', '알타리김치', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"['춘권', '마늘쫑무침', '작은밥', '열무김치', '단호박조림', '콩국수']",0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['메밀전병만두', '쌀밥', '주꾸미볶음', '포기김치', '미역레몬초무침', '콩나물냉국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['도라지오이생채', '쌀밥', '차돌박이찌개', '닭갈비', '포기김치', '새송이버섯전', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"['쫄면', '맑은국', '수제고로케', '비트무절임', '포기김치', '망고드레싱샐러드', '굴소스해물볶음밥', '케찹']",1,1,0,1,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['청국장찌개', '깐풍육', '쌀밥', '황태양념구이', '해초무침', '포기김치', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0
"['참치주먹밥', '스프', '로제파스타', '오이피클', '요플레', '절인고추', '포기김치', '고구마치즈구이']",0,1,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"['새싹두부구이', '돈육장조림', '알탕', '쌀밥', '노각무침', '알타리김치', '잡곡밥']",0,0,1,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['호박나물', '쌀밥', '실곤약흑임자무침', '어묵국', '포기김치', '제육볶음', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['찹쌀도너츠', '멕시칸샐러드', '볶음밥', '포기김치', '단무지', '유부장국', '짜장소스']",1,1,0,1,1,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['김치녹두전', '얼갈이된장국', '닭오븐구이', '쌀밥', '셀프무쌈말이', '열무김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['꽃맛살샐러드', '김밥', '새우까스', '포기김치', '타르타르', '오복지', '잔치국수']",1,1,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['미트볼케찹조림', '양념깻잎지', '쌀밥', '포기김치', '쇠고기미역국', '잡곡밥', '자반고등어구이']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
"['볶음밥', '미니햄버거', '요플레', '쌀국수', '포기김치', '단무지무침']",0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['양념장', '참치김치찌개', '모듬묵', '쌀밥', '치커리유자무침', '열무김치', '주꾸미볶음', '잡곡밥']",0,1,0,1,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
"['수제비국', '탕평채', '깍두기', '쌀밥', '치커리사과무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"['맑은국', '장어강정', '포도주스', '포기김치', '마늘쫑볶음', '콩나물밥']",0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"['오이맛살초무침', '쇠고기모둠장조림', '쌀밥', '고추장찌개', '포기김치', '해물파전', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0
"['모듬떡볶이', '꼬지어묵우동', '유부초밥', '맛탕', '포기김치', '단무지']",0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['수제돈까스', '미역무침', '쌀밥', '포기김치', '콘샐러드', '콩나물국', '잡곡밥', '통도라지구이']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"['청경채생채', '두부계란부침', '쌀밥', '무채맑은국', '포기김치', '갈치조림', '잡곡밥']",0,0,1,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"['무피클', '미소장국', '배추겉절이', '쇠고기숙주규동덮밥', '또띠아칩', '탕수어']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"['유채나물', '홍어채무침', '쌀밥', '포기김치', '미니채소떡갈비', '조갯살미역국', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['충무김밥', '오징어무침', '군고구마', '석박지', '단무지', '잔치국수']",0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['근대된장국', '돈육강정', '쌀밥', '계란찜', '매운어묵볶음', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['해파리냉채', '쌀밥', '포기김치', '상추치커리무침', '콩비지찌개', '잡곡밥', '닭볶음']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"['취나물', '순두부찌개', '미니함박조림', '쌀밥', '포기김치', '실곤약초무침', '잡곡밥']",0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"['짬뽕', '단무지', '작은밥', '포기김치', '과일샐러드', '군만두']",1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['옥수수전', '쌀밥', '코다리엿장조림', '아삭고추무침', '육개장', '알타리김치', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"['상추초무침', '삼치조림', '쌀밥', '포기김치', '돈육굴소스볶음', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['무피클', '미소장국', '김치볶음밥', '포기김치', '궁중떡볶음', '옥수수맛탕']",0,1,0,0,0,0,3,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"['닭오븐구이', '황태국', '비엔나감자볶음', '쌀밥', '도라지초무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['어묵우동', '찹쌀순대볶음', '통새우김밥', '요플레', '포기김치', '단무지무침']",0,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['양념깻잎지', '두부새싹구이', '쌀밥', '알타리김치', '부대찌개', '잡곡밥', '탕수어']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"['해물된장찌개', '고기전', '쌀밥', '참나물땅콩무침', '포기김치', '닭매운찜', '잡곡밥']",0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"['참치주먹밥', '꽃맛살샐러드', '나가사키면&김', '포기김치', '음료', '개성감자만두']",1,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"['돼지갈비찜', '쌀밥', '어묵국', '콩자반', '포기김치', '오징어&브로컬리숙회', '잡곡밥']",0,0,1,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"['샐러드파스타', '오이피클', '포기김치', '옛날왕돈까스', '옥수수스프', '감자치즈오븐구이']",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"['닭개장', '해물청경채볶음', '두부양념조림', '쌀밥', '파래김', '장', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0
"['유채나물', '닭강정', '북어계란국', '해파리냉채', '쌀밥', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"['오므라이스', '훈제오리냉채', '가쯔오장국', '고구마맛탕', '오렌지', '포기김치', '메추리알조림']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0
"['가자미찜', '취나물', '쇠고기샤브국', '진미채무침', '쌀밥', '포기김치', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['유산슬', '바지락수제비', '배추겉절이', '쌀밥', '핫도그&케찹', '멕시칸샐러드', '잡곡밥']",1,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['오징어국', '떡갈비조림', '쌀밥', '비트무생채', '마파두부', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"['참나물', '돈육잡채', '쌀밥', '포기김치', '삼치구이', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['해물짬뽕', '짜장덮밥', '단무지', '포기김치', '과일샐러드', '군만두']",1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"['청국장찌개', '쌀밥', '동파삼겹수육', '마늘쫑볶음', '얼갈이겉절이', '알타리김치', '잡곡밥']",0,1,0,0,0,1,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['미소장국', '포기김치', '락교', '콘샐러드', '새우또띠아', '참치회덮밥', '음료']",1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"['숙주나물', '순두부찌개', '쌀밥', '황태양념구이', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,1,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"['가자미튀김', '깍두기', '비엔나감자볶음', '쌀밥', '실곤약초무침', '목살김치찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['맑은국', '꽃맛살샐러드', '낙지볶음덮밥', '군고구마', '언양식불고기', '포기김치']",1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"['숙주나물', '석박지', '쌀밥', '뼈해장국', '잡곡밥', '고등어양념구이', '두부양념찜']",0,0,1,0,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['비빔야채만두', '김밥', '계란국', '해물볶음우동', '포기김치', '단무지', '음료']",0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"['단배추나물', '도토리묵무침', '닭곰탕', '미트볼떡조림', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"['매운돼지갈비찜', '쌀밥', '메추리알곤약조림', '아삭고추무침', '콩나물국', '알타리김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['수제오이피클', '쫄면야채무침', '미소장국', '배추겉절이', '미니햄버거', '주스', '굴소스해물볶음밥']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"['시금치나물', '수제돈까스', '동태찌개', '쌀밥', '포기김치', '잡곡밥', '통도라지구이']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"['우동', '하와이안샐러드', '생선초밥', '떡볶이', '포기김치', '락교']",1,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['해파리겨자채', '쌀밥', '김구이', '포기김치', '육개장', '잡곡밥', '탕수어']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0
"['가지나물', '깍두기', '황태국', '쌀밥', '궁중떡볶음', '등갈비김치찜', '잡곡밥']",0,0,1,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['후난식볶음밥', '찹쌀순대볶음', '팽이장국', '탈탈소스', '새우까스', '마늘쫑장아찌', '포기김치']",0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"['소고기미역국', '고기전', '상추겉절이', '쭈꾸미볶음', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"['무피클', '브로컬리꽃맛살샐러드', '또띠아피자', '포기김치', '멸치주먹밥', '잔치국수']",1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['취나물', '장어강정', '요구르트', '옥수수전', '쌀밥', '포기김치', '된장찌개', '잡곡밥']",0,1,1,0,0,0,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"['닭강정', '꽁치한마리구이', '겨울초겉절이', '시금치된장국', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"['짬뽕', '참치주먹밥', '홍시드레싱샐러드', '야채튀김', '푸딩', '포기김치']",1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
