index,메뉴,분류,재료1,재료2
5095,팥밥,밥류,곡류,
5096,미트볼떡조림,조림류,육류,
5097,모듬소세지,구이류,육류,
5098,녹두죽,죽류,곡류,
5099,솎음열무나물,나물류,채소류,
5100,두부젓국찌개,찌개류,두류,
5101,순살닭강정,튀김류,육류,
5102,돈육피망볶음,볶음류,육류,
5103,콩나물해장국,국탕류,채소류,
5104,야채부케,샐러드류,채소류,
5105,뼈감자탕,국탕류,육류,
5106,홍시,과일류,과일류,
5107,닭양념조림,조림류,육류,
5108,알탕,국탕류,어패류,
5109,우무묵냉국,국탕류,채소류,
5110,비엔나채소볶음,볶음류,육류,
5111,취나물무침,무침류,채소류,
5112,충무김밥,밥류,김치류,곡류
5113,두부맛전,전류,두류,
5114,고구마튀김,튀김류,채소류,
5115,맑은버섯국,국탕류,채소류,
5116,(New)오리훈제샌드위치,빵과자류,육류,
5117,짜사이채무침,무침류,채소류,
5118,바나나베이비샐러드,샐러드류,채소류,
5119,청포도,과일류,과일류,
5120,호박새우젓볶음,볶음류,채소류,
5121,해물파전,전류,어패류,
5122,비엔나떡조림,조림류,육류,
5123,꼬지삼색전,전류,육류,
5124,(New)해물보쌈,찜류,어패류,
5125,채소숙회,회류,채소류,
5126,계란국,국탕류,난류,
5127,고구마순나물,나물류,채소류,
5128,망고드레싱샐러드,샐러드류,채소류,
5129,쌈배추,채소류,채소류,
5130,풋고추튀김,튀김류,채소류,
5131,브로컬리초회,회류,채소류,
5132,쌈만두,만두류,채소류,육류
5133,해물부추전,전류,어패류,
5134,사과파이,빵과자류,과일류,곡류
5135,청경채사과무침,무침류,과일류,채소류
5136,참나물땅콩가루무침,무침류,채소류,
5137,무피클,채소류,채소류,
5138,해물볶음우동,면류,어패류,
5139,호박된장찌개,찌개류,채소류,양념 및 장류
5140,물미역초장,소스류,해조류,
5141,시래기들깨탕,국탕류,채소류,
5142,유자청제육볶음,볶음류,육류,
5143,스틱치즈케익,빵과자류,유제품류,곡류
5144,미나리나물,나물류,채소류,
5145,닭윙강정튀김,튀김류,육류,
5146,오복지무침,무침류,채소류,
5147,제육김치덮밥,덮밥국밥류,육류,
5148,갈치조림,조림류,어패류,
5149,호박나물,나물류,채소류,
5150,호박잎,채소류,채소류,
5154,얼큰소고기국,국탕류,육류,
5155,참나물겉절이,김치류,채소류,
5156,돌나물유자청무침,무침류,채소류,
5157,상추쌈,채소류,채소류,
5158,돼지고추장불고기,구이류,육류,
5159,모둠장조림,조림류,육류,
5160,감자찌개,찌개류,곡류,
5161,브로컬리크림스프,스프류,채소류,유제품류
5162,돼지간장불고기,구이류,육류,
5163,양배추피클,채소류,채소류,
5164,(NEW)까르보나라떡볶이,떡류,곡류,
5165,매운계란파국,국탕류,난류,
5166,유부채소겨자무침,무침류,채소류,
5167,건도토리묵파프리카볶음,볶음류,채소류,
5168,수제고기육전,전류,육류,
5169,부추무침,무침류,채소류,
5170,노각생채,무침류,채소류,
5171,도라지나물,나물류,채소류,
5172,오미자주스,음료류,과일류,
5173,쇠고기무국,국탕류,육류,
5174,북어콩나물국,국탕류,어패류,
5175,해물누룽지탕,국탕류,어패류,
5176,매운오징어국,국탕류,어패류,
5177,감자범벅,죽류,곡류,
5178,샐러드바:과일,과일류,채소류,
5179,참나물두부샐러드,샐러드류,채소류,
5180,콩나물겨자채무침,무침류,채소류,
5181,매운돼지갈비찜,찜류,육류,
5182,무초절이,무침류,채소류,
5183,치커리유자샐러드,샐러드류,채소류,
5184,알로에주스,음료류,과일류,
5185,하루야채주스,음료류,과일류,
5186,고구마순들깨볶음,볶음류,채소류,
5187,고추지무침,무침류,채소류,
5188,참치야채,채소류,어패류,
5189,소금,소스류,양념 및 장류,
5190,구운채소,채소류,채소류,
5191,브로콜리감자볶음,볶음류,채소류,
5192,옥수수스프,스프류,곡류,
5193,떡국,국탕류,곡류,
5194,닭겨자냉채,무침류,육류,
5195,사과잼쿠키,빵과자류,과일류,
5196,칠리드레질,소스류,양념 및 장류,
5197,오꼬노미야끼,전류,채소류,
5198,돈육매콤조림,조림류,육류,
5199,냉메밀소바,면류,곡류,
5200,참외,과일류,과일류,
5201,청경채무침,무침류,채소류,
5202,무우짱아찌,장아찌류,채소류,
5203,치커리무침,무침류,채소류,
5204,돈육꽈리고추볶음,볶음류,육류,
5205,비트피클,무침류,채소류,
5206,맑은콩나물국,국탕류,채소류,
5207,비트채소절임,무침류,채소류,
5208,청경채겉절이,김치류,채소류,
5209,꿀호떡,빵과자류,곡류,
5210,톳두부무침,무침류,두류,
5211,머핀,빵과자류,곡류,
5212,영양닭죽,죽류,육류,
5213,얼갈이된장무침,무침류,채소류,
5214,오징어숙회무침,무침류,어패류,
5215,해물누룽지,국탕류,어패류,
5216,배추겉절이,김치류,김치류,
5217,청양멸치주먹밥,비빔밥볶음밥류,어패류,
5218,매운버섯국,국탕류,채소류,
5219,파인애플D,소스류,과일류,
5220,맑은국,국탕류,채소류,
5221,쇠고기볶음,볶음류,육류,
5222,모둠과일,과일류,과일류,
5223,시리얼,디저트,곡류,
5224,요거트,유제품류,유제품류,
5225,크로와상샌드위치,빵과자류,곡류,
5226,버섯들깨국,국탕류,채소류,
5227,어묵토마토조림,조림류,어패류,
5228,케이준샐러드,샐러드류,채소류,
5229,소고기잡채,면류,육류,
5230,견과류조림,조림류,곡류,
5231,치즈팡샌드,빵과자류,곡류,
5232,실곤약무침,무침류,채소류,
5233,배추된장국,국탕류,채소류,
5234,꽃게된장찌개,찌개류,어패류,
5235,참깨드레싱소스,소스류,양념 및 장류,
5236,얼갈이열무겉절이,김치류,김치류,
5237,불고기브리또,빵과자류,육류,
5238,토마토프리타타,전류,과일류,
5239,부추오리엔탈무침,무침류,채소류,
5240,햄야채샌드,빵과자류,육류,
5241,브라우니,빵과자류,곡류,
5242,황태채마늘쫑무침,무침류,어패류,
5243,토마토계란볶음,볶음류,난류,
5244,가자미유린기,튀김류,어패류,
5245,도토리묵무침,무침류,채소류,
5246,묵은지닭볶음탕,국탕류,육류,
5247,계란빵,빵과자류,난류,
5248,쑥갓무침,무침류,채소류,
5249,해물순두부국,국탕류,어패류,
5250,근대된장국,국탕류,채소류,
5251,미니핫도그,빵과자류,육류,
5252,더덕오이생채,무침류,채소류,
5253,맑은감자국,국탕류,채소류,
5254,대구매운탕,국탕류,어패류,
5255,달래간장,소스류,채소류,
5256,오이달래무침,무침류,채소류,
5257,우묵냉국,국탕류,채소류,
5258,옥수수볼맛탕,조림류,곡류,
5259,김치황태국,국탕류,어패류,
5260,시금치무침,무침류,채소류,
5261,닭다리바베큐오븐구이,구이류,육류,
5262,묵은지닭찜,찜류,육류,
5263,두부새우젓국,국탕류,어패류,
5264,연근호두조림,조림류,곡류,
5265,청포묵무침,무침류,채소류,
5266,팽이무국,국탕류,채소류,
5267,견과류마카로니범벅,죽류,곡류,
5268,건포도머핀,빵과자류,과일류,
5269,모듬버섯볶음,볶음류,채소류,
5270,스팸볶음밥,비빔밥볶음밥류,육류,
5271,쇠고기우엉볶음,볶음류,육류,
5272,꽁치김치말이찜,찜류,어패류,
5273,계란채소볶음밥,비빔밥볶음밥류,난류,
5274,명태엿장조림,조림류,어패류,
5275,아삭이고추된장무침,무침류,채소류,
5276,마늘간장치킨,튀김류,육류,
5277,카야잼샌드,빵과자류,과일류,
5278,미니김밥,밥류,채소류,
5279,열무된장나물,나물류,채소류,
5280,고르곤졸라,유제품류,곡류,
5281,부럼,견과류,곡류,
5282,떡잡채,떡류,육류,
5283,절편,떡류,곡류,
5284,고구마죽,죽류,곡류,
5285,카스텔라,빵과자류,곡류,
5286,석박지,김치류,김치류,
5287,햄치즈샌드,빵과자류,육류,
5288,꼬지어묵탕,국탕류,어패류,
5289,고구마치즈구이,구이류,곡류,
5290,나쵸콥샐러드,샐러드류,채소류,
5291,토마토살사소스,소스류,과일류,
5292,단호박죽,죽류,채소류,
