중식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['상추겉절이', '쌀밥', '계란말이', '포기김치', '간장돼지갈비찜', '콩나물국', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['김치전', '버섯들깨찌개', '닭오븐구이', '쌀밥', '치커리사과무침', '열무김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
"['수제비국', '양배추쌈', '쌈장', '쌀밥', '포기김치', '유자청제육볶음', '잡곡밥', '두부새싹구이']",0,1,0,1,1,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['맛살겨자초무침', '감자고추장찌개', '쌀밥', '버섯불고기', '포기김치', '노각무침', '잡곡밥']",0,1,1,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['모둠소세지구이', '비름나물', '배추겉절이', '쌀밥', '꽁치김치말이찜', '쇠고기미역국', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"['가쯔오장국', '닭강정', '포기김치', '해물파전', '곤드레밥', '통도라지구이']",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
"['돈육잡채', '오이생채', '쌀밥', '포기김치', '갈치조림', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['영양부추', '우무묵냉국', '쌀밥', '갈릭돈까스', '감자볶음', '알타리김치', '잡곡밥']",0,0,1,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['호박잎찌개', '홍어채무침', '쌈장', '쌀밥', '모듬쌈', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['건새우아욱국', '순살파닭', '꽃맛살볶음', '쌀밥', '포기김치', '잡곡밥', '도라지나물']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"['나물비빔밥', '사천식탕수육', '오이냉국', '포기김치', '수박', '감자만두']",0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"['브로컬리두부무침', '쌀밥', '동태전', '배추된장국', '매운주꾸미볶음', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['가지나물', '북어계란국', '쌀밥', '열무김치', '삼치구이', '등갈비김치찜', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"['순두부찌개', '쌀밥', '해초무침', '포기김치', '새송이버섯전', '잡곡밥', '돈육떡강정']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
"['치커리들깨무침', '쌀밥', '시래기국', '목살데리야끼', '포기김치', '늙은호박전', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['사골우거지탕', '소면', '미트볼조림', '골뱅이무침', '쌀밥', '포기김치', '청포묵무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
"['명태엿장조림', '쌀밥', '고추장불고기', '우묵콩국', '알타리김치', '잡곡밥', '깻잎지']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"['미소장국', '춘권', '포기김치', '락교', '참치회덮밥', '토마토', '고구마치즈구이']",0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"['해파리겨자채', '쌀밥', '참나물생채', '쌈무', '포기김치', '쇠고기미역국', '잡곡밥', '불닭볶음']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"['연근조림', '청국장찌개', '쌀밥', '포기김치', '미니채소떡갈비', '계란말이', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0
"['오이도라지무침', '감자채볶음', '쌀밥', '동파삼겹수육', '포기김치', '시금치국', '수박', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"['꽃게탕', '훈제오리냉채', '배추겉절이', '쌀밥', '콩자반', '잡곡밥', '동그랑땡전']",1,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['양배추피클', '마늘쫑무침', '도토리묵냉국', '꽁치오븐구이', '포기김치', '연복풍덮밥']",0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"['라면사리', '꽈리고추찜', '닭살겨자냉채', '쌀밥', '포기김치', '갈치구이', '부대찌개', '잡곡밥']",1,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"['꽃맛살볶음', '팽이장국', '유기농식혜', '웨지감자오븐구이', '열무보리비빔밥', '알타리김치']",0,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['버섯들깨탕', '레몬탕수육', '쌀밥', '포기김치', '콩나물무침', '잡곡밥', '메추리알조림']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['시금치무침', '비엔나감자볶음', '쌀밥', '닭데리야끼조림', '포기김치', '복숭아미역냉국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"['매콤돼지갈비찜', '오징어튀김', '무생채', '쌀밥', '열무김치', '된장찌개', '연근', '잡곡밥']",0,1,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['호박잎된장국', '쌀밥', '오꼬노미계란말이', '도라지초무침', '포기김치', '유자청제육볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['오이무침', '미니함박조림', '쌀밥', '오징어브로컬리숙회', '포기김치', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['장어강정', '사과오이냉국', '쌀밥', '우엉잡채', '포기김치', '치커리생채', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"['삼겹살오븐구이', '쌀밥', '시래기국', '매운어묵볶음', '포기김치', '상추&마늘', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['불고기덮밥', '맑은국', '고구마범벅', '새우까스&탈탈소스', '포기김치', '노각무침']",0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"['닭곰탕', '쌀밥', '해초무침', '비엔나피망볶음', '알타리김치', '잡곡밥', '고등어조림']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"['오징어볶음', '대구매운탕', '고기전', '쌀밥', '청경채무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['갈릭돈가스', '쌀밥', '실곤약초무침', '열무된장국', '포기김치', '마늘쫑볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['땅콩조림', '도토리묵냉국', '단호박영양밥', '쑥갓두부무침', '소고기숙주볶음', '포기김치']",0,0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['꽃게탕', '꽁치와사비구이', '오이무침', '고추잡채', '쌀밥', '꽃빵', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"['두부조림', '쌀밥', '열무김치', '배추된장국', '칠리탕수육', '콩나물무침', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['연근조림', '해물된장찌개', '쌀밥', '포기김치', '치커리유자청무침', '잡곡밥', '닭볶음']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['올방개묵무침', '쌀밥', '동태무조림', '포기김치', '부추전', '육개장', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"['홍어채무침', '쌀밥', '마늘치킨', '꽃맛살오리엔탈샐러드', '포기김치', '떡국', '잡곡밥']",1,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['소면', '순두부찌개', '골뱅이무침', '쌀밥', '소불고기', '포기김치', '아삭고추무침', '잡곡밥']",0,0,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
"['버섯매운탕', '호박잎쌈', '쌀밥', '양념', '포기김치', '갈치구이', '모듬소시지볶음', '잡곡밥']",0,1,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['낙지비빔밥', '가쯔오장국', '열무김치', '과일샐러드', '계란말이', '단무지무침']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['브로컬리초장', '오징어국', '쌀밥', '목살데리야끼', '포기김치', '버섯잡채', '잡곡밥']",0,1,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['닭찜', '시래기된장국', '쌀밥', '청경채무침', '포기김치', '해물파전', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['오징어볶음', '쇠고기샤브국', '연두부', '옥수수전', '쌀밥', '양념', '포기김치', '잡곡밥']",0,1,0,1,1,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['모둠버섯볶음', '파김치', '쌀밥', '참나물땅콩무침', '가자미카레튀김', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['두부맑은국', '오이무침', '계란찜', '포기김치', '곤드레밥', '돈육떡강정']",0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['콩나물잡채', '오리고추장볶음', '부추생채', '쌀밥', '된장찌개', '알타리김치', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"['숙주나물', '도토리묵무침', '황태맑은국', '쌀밥', '포기김치', '유린기', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['상추겉절이', '깍두기', '쌀밥', '시래기국', '동그랑땡', '잡곡밥', '닭볶음']",0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['토란국', '매운돼지갈비찜', '어묵볶음', '쌀밥', '쑥갓두부무침', '포기김치', '잡곡밥']",0,0,0,0,1,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['오리훈제고추장볶음', '애호박나물', '쌀밥', '어묵국', '포기김치', '계란말이', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['얼갈이된장국', '레몬탕수육', '감자채볶음', '쌀밥', '참나물생채', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['핫도그', '땅콩조림', '너비아니구이', '열무비빔밥', '깍두기', '팽이장국', '음료']",0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"['임연수찜', '단배추나물', '쇠고기무국', '햄피망볶음', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['두부조림', '오징어국', '무생채', '쌀밥', '소고기숙주볶음', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['양배추쌈&쌈장', '쌀밥', '우엉잡채', '아욱된장국', '포기김치', '유자청돈육볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['쌀밥', '간장파닭', '포기김치', '느타리버섯국', '쫄면무침', '잡곡밥', '열무된장나물']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['맑은국', '오이무침', '샐러드파스타', '새송이버섯조림', '포기김치', '카레덮밥']",0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"['올방개묵무침', '돈육장조림', '쌀밥', '호박부추전', '포기김치', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"['브로컬리초장', '꽁치한마리구이', '쌀밥', '가지볶음', '알타리김치', '잡곡밥', '우거지해장국']",0,1,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['골뱅이소면무침', '쌀밥', '버섯불고기', '배추된장국', '마늘쫑건새우볶음', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"['모둠소세지구이', '쌀밥', '차돌박이찌개', '포기김치', '매운주꾸미볶음', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['미역국', '오징어숙회무침', '배추겉절이', '쌀밥', '새송이전', '동태', '잡곡밥', '한방소갈비찜']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0
"['대구매운탕', '부추생채', '쌀밥', '메추리알곤약조림', '포기김치', '표고돈육탕수', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"['참나물무침', '오징어볶음', '쇠고기샤브국', '맛살계란말이', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"['목살스테이크', '오이무침', '시금치된장국', '배추겉절이', '쌀밥', '버섯잡채', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['생선커틀릿', '오복지무침', '산채비빔밥', '오렌지주스', '포기김치', '타르타르소스', '강된장', '팽이버섯국']",0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
"['양념장', '모듬묵', '쌀밥', '마늘치킨', '포기김치', '떡국', '잡곡밥', '열무된장나물']",0,1,1,1,0,0,3,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['애호박나물', '쌀밥', '포기김치', '건새우무국', '등갈비김치찜', '잡곡밥', '계란버섯장조림']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['모둠양채쌈', '미역국', '쌀밥', '소불고기', '매운어묵볶음', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"['꽃게탕', '미트볼칠리조림', '쌀밥', '포기김치', '치커리유자청무침', '부추전', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"['참치김치찌개', '멸치크렌베리볶음', '쌀밥', '셀프무쌈말이', '포기김치', '유린기', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0
"['돈신탕(해장탕)', '꽁치김치말이', '쌀밥', '메밀버섯전', '쑥갓두부무침', '알타리김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"['사천식탕수육', '계란국', '풍기샐러드', '포기김치', '단무지', '짜장밥']",1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['콩나물무침', '쌀밥', '포기김치', '제육볶음', '해물파전', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"['깍두기', '고추잡채', '쌀밥', '꽃빵', '갈치구이', '미역레몬초무침', '육개장', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"['땅콩조림', '데리야끼파닭', '배추된장국', '포기김치', '실곤약초무침', '곤드레밥']",0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['두부계란전', '돈육장조림', '동태찌개', '쌀밥', '해초무침', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"['버섯들깨탕', '비엔나감자볶음', '쌀밥', '통도라지구이', '알타리김치', '잡곡밥', '고등어조림']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['쇠고기숙주볶음', '근대된장국', '홍어채무침', '쌀밥', '포기김치', '새송이버섯전', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['시금치나물', '생선까스', '알탕', '쌀밥', '탈탈소스', '닭갈비', '포기김치', '잡곡밥']",0,1,1,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
"['무쌈', '양파절임', '훈제오리', '가쯔오장국', '부추겉절이', '포기김치', '콩나물밥']",0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"['세발나물', '쇠고기무국', '쭈꾸미볶음', '쌀밥', '포기김치', '계란말이', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['사골우거지탕', '오이무침', '명태엿장조림', '모듬소세지구이', '석박지', '쌀밥', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"['오징어국', '쌀밥', '날치알계란찜', '상추파채무침', '포기김치', '유자청제육볶음', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['쌀밥', '차돌박이찌개', '깻잎지', '포기김치', '순살양념치킨', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"['꽃게탕', '연근조림', '고추잡채', '단호박영양밥', '무생채', '꽃빵', '포기김치', '귤']",0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0
"['김치콩나물국', '멸치아몬드볶음', '쇠고기장조림', '쌀밥', '닭살겨자채', '알타리김치', '잡곡밥']",1,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['치커리무침', '쌀밥', '동태전', '아욱된장국', '포기김치', '칠리탕수육', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"['소고기버섯볶음', '오징어숙회무침', '쌀밥', '어묵국', '포기김치', '부추호박전', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['쌀밥', '닭데리야끼조림', '브로컬리무침', '포기김치', '햄감자채볶음', '잡곡밥', '김치국']",0,0,0,0,0,0,3,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['조랭이떡미역국', '유산슬', '임연수구이', '청경채무침', '포기김치', '버섯영양밥']",0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['양파', '올방개묵무침', '해물김치전', '풋고추', '깍두기', '쌀밥', '설렁탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['쌈다시마초장', '순살깐풍기', '어묵볶음', '갓김치', '쌀밥', '콩비지찌개', '잡곡밥']",0,1,0,1,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"['시래기된장국', '쌀밥', '계란찜', '도라지초무침', '포기김치', '누룽지탕수육', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['대구매운탕', '쇠고기숙주볶음', '오이생채', '새싹두부구이', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['순두부탕', '쌀밥', '포기김치', '갈치조림', '청포묵무침', '잡곡밥', '파닭']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
